epoch,accuracy,loss,val_accuracy,val_loss
26,0.8202398419380188,0.5814660787582397,0.8271999955177307,0.5899012684822083
27,0.8245307803153992,0.5639396905899048,0.8414000272750854,0.5456510782241821
28,0.8257339000701904,0.562102198600769,0.8422999978065491,0.5315590500831604
29,0.8315487504005432,0.5542663335800171,0.826200008392334,0.6030175685882568
30,0.830265462398529,0.5537217855453491,0.8427000045776367,0.5527999401092529
31,0.8351780772209167,0.5440060496330261,0.8288000226020813,0.603498637676239
32,0.8362608551979065,0.5421265959739685,0.842199981212616,0.5344371199607849
33,0.8368222713470459,0.5375415086746216,0.828499972820282,0.606229841709137
34,0.838787317276001,0.5306255221366882,0.8338000178337097,0.5848366022109985
35,0.8401708602905273,0.5302283763885498,0.8458999991416931,0.5452132225036621
36,0.8420355916023254,0.526634931564331,0.8345999717712402,0.5993980765342712
37,0.8443014025688171,0.5239076614379883,0.8435999751091003,0.5552762150764465
38,0.8444217443466187,0.5168893933296204,0.8485999703407288,0.531984806060791
39,0.8453641533851624,0.5182657241821289,0.8482999801635742,0.5304368138313293
40,0.8471687436103821,0.5116244554519653,0.8436999917030334,0.5619380474090576
41,0.8490936756134033,0.5101595520973206,0.8414000272750854,0.574072003364563
42,0.8511188626289368,0.5059504508972168,0.8472999930381775,0.5389381051063538
43,0.8524021506309509,0.4977366328239441,0.8497999906539917,0.5400395393371582
44,0.8540864586830139,0.5006883144378662,0.8529999852180481,0.5330774188041687
45,0.8563923835754395,0.4938315153121948,0.858299970626831,0.5241290926933289
46,0.853865921497345,0.4964230954647064,0.8671000003814697,0.4769960045814514
47,0.8534247875213623,0.49864229559898376,0.8575999736785889,0.503840982913971
48,0.8563923835754395,0.4921843707561493,0.8539999723434448,0.544380784034729
49,0.8561517596244812,0.49338674545288086,0.8665000200271606,0.48348188400268555
50,0.8587784767150879,0.48942044377326965,0.8583999872207642,0.503905713558197
51,0.8586381077766418,0.48477810621261597,0.8604000210762024,0.5010615587234497
52,0.860783576965332,0.4842110276222229,0.867900013923645,0.4772379994392395
53,0.8587183356285095,0.4862869381904602,0.8532000184059143,0.5495043992996216
54,0.8611445426940918,0.4802452027797699,0.8676000237464905,0.48868560791015625
55,0.8638514876365662,0.4756898283958435,0.8683000206947327,0.49177905917167664
56,0.8601419925689697,0.4789714813232422,0.8622999787330627,0.5125943422317505
57,0.8623676896095276,0.4771950840950012,0.8567000031471252,0.5169923901557922
58,0.8650545477867126,0.47477883100509644,0.8655999898910522,0.4972050189971924
59,0.865936815738678,0.4728746712207794,0.863099992275238,0.5018517971038818
60,0.8644129037857056,0.4743663966655731,0.8633999824523926,0.5138368010520935
61,0.8673678040504456,0.4682137072086334,0.8592000007629395,0.519768238067627
62,0.8693254590034485,0.46303653717041016,0.8691999912261963,0.4840224087238312
63,0.867761492729187,0.46601903438568115,0.8561000227928162,0.5231702327728271
64,0.8684031367301941,0.4631286859512329,0.869700014591217,0.48265767097473145
65,0.8685033917427063,0.46004238724708557,0.8668000102043152,0.49416524171829224
66,0.8724334239959717,0.45712214708328247,0.8748999834060669,0.46495357155799866
67,0.8680221438407898,0.46502307057380676,0.8684999942779541,0.49158281087875366
68,0.8697665929794312,0.4596424996852875,0.8715000152587891,0.4807135760784149
69,0.8721928000450134,0.45737674832344055,0.8723000288009644,0.4942708909511566
70,0.8709095120429993,0.45439669489860535,0.8716999888420105,0.4849821925163269
71,0.8729146718978882,0.45164254307746887,0.8646000027656555,0.5090619921684265
72,0.8720925450325012,0.4544358253479004,0.8650000095367432,0.4942367672920227
73,0.8719722628593445,0.45491698384284973,0.8687999844551086,0.49365538358688354
74,0.8739974498748779,0.4496936798095703,0.875,0.47412505745887756
75,0.8736164569854736,0.4513498842716217,0.8665000200271606,0.500105619430542
76,0.8745588660240173,0.44729143381118774,0.8646000027656555,0.5216557383537292
77,0.875,0.4468128979206085,0.8773999810218811,0.46354901790618896
78,0.8737969398498535,0.449605256319046,0.8633000254631042,0.5106252431869507
79,0.8764837980270386,0.44371169805526733,0.8550000190734863,0.5473141074180603
80,0.8754411339759827,0.444636732339859,0.8733000159263611,0.4933663606643677
81,0.8786894679069519,0.44040602445602417,0.8719000220298767,0.49554750323295593
82,0.8771454691886902,0.4456113874912262,0.861299991607666,0.5237661004066467
83,0.8751202821731567,0.44960781931877136,0.864300012588501,0.5013285875320435
84,0.8786693811416626,0.43936896324157715,0.8740000128746033,0.4680972099304199
85,0.8768429756164551,0.44116199016571045,0.8605999946594238,0.5284392237663269
86,0.8775264620780945,0.44033604860305786,0.8840000033378601,0.46052518486976624
87,0.8776868581771851,0.44094228744506836,0.8715000152587891,0.49194657802581787
88,0.8795316219329834,0.4370098412036896,0.871399998664856,0.49336928129196167
89,0.8811958432197571,0.4363042116165161,0.8809000253677368,0.4598787724971771
90,0.8779274821281433,0.4393300712108612,0.8754000067710876,0.472637414932251
91,0.8802534341812134,0.4369038939476013,0.8815000057220459,0.46804073452949524
92,0.8777670860290527,0.439461350440979,0.8737000226974487,0.47795653343200684
93,0.8813562989234924,0.43358972668647766,0.8689000010490417,0.5031766295433044
94,0.8825793862342834,0.4312821626663208,0.8748000264167786,0.5012129545211792
95,0.8818174600601196,0.43375667929649353,0.864799976348877,0.5209835767745972
96,0.8816169500350952,0.4302732050418854,0.8586999773979187,0.5441246032714844
97,0.8842636942863464,0.4273427128791809,0.8841999769210815,0.4563096761703491
98,0.882840096950531,0.43251046538352966,0.8770999908447266,0.4837992787361145
99,0.8794714212417603,0.4345018267631531,0.8705999851226807,0.5087196826934814
