epoch,accuracy,loss,val_accuracy,val_loss
0,0.8018928170204163,0.7074604034423828,0.8575000166893005,0.5180476903915405
1,0.8633702397346497,0.493236780166626,0.866599977016449,0.5086862444877625
2,0.8679018020629883,0.4714100658893585,0.8700000047683716,0.5110831260681152
3,0.8717516660690308,0.46105095744132996,0.8758000135421753,0.481305867433548
4,0.8730750679969788,0.4571668207645416,0.8632000088691711,0.5278940200805664
5,0.8759022951126099,0.4528798758983612,0.8640000224113464,0.5202851891517639
6,0.8759624361991882,0.4507984519004822,0.878600001335144,0.46979379653930664
7,0.8769049048423767,0.4482104778289795,0.8784999847412109,0.47862085700035095
8,0.8789100050926208,0.443696528673172,0.8712000250816345,0.5012456774711609
9,0.880052924156189,0.4386081099510193,0.8845000267028809,0.4502907693386078
10,0.8798123002052307,0.4406764507293701,0.8787999749183655,0.4748038649559021
11,0.8811758160591125,0.43741756677627563,0.8655999898910522,0.5283299684524536
12,0.8807547092437744,0.4362122416496277,0.8812000155448914,0.46457046270370483
13,0.8807146549224854,0.4326651096343994,0.8769000172615051,0.47301435470581055
14,0.8826596140861511,0.43149533867836,0.8759999871253967,0.4884243607521057
15,0.8818976283073425,0.43122008442878723,0.8758999705314636,0.49030551314353943
16,0.8817172050476074,0.43044060468673706,0.873199999332428,0.49146515130996704
17,0.8829202651977539,0.4292687773704529,0.8774999976158142,0.48759669065475464
18,0.8857675790786743,0.4225582480430603,0.8773999810218811,0.4849412739276886
19,0.8846647143363953,0.4279421865940094,0.8755999803543091,0.5015155673027039
20,0.8856472373008728,0.4240882694721222,0.8788999915122986,0.47306060791015625
21,0.8853464722633362,0.42641007900238037,0.8851000070571899,0.44873473048210144
22,0.8856673240661621,0.4247604012489319,0.8769000172615051,0.48617100715637207
23,0.8866097331047058,0.42240363359451294,0.880299985408783,0.47478187084198
24,0.8839830160140991,0.43076229095458984,0.8708999752998352,0.514350414276123
25,0.8871511220932007,0.4221896231174469,0.8752999901771545,0.4961922764778137
26,0.8875521421432495,0.4220176637172699,0.8866999745368958,0.4647664427757263
27,0.8837223052978516,0.4281352460384369,0.8718000054359436,0.5025036334991455
28,0.8868703842163086,0.4182869493961334,0.8845999836921692,0.46076005697250366
29,0.8860082030296326,0.42295950651168823,0.886900007724762,0.4579562544822693
30,0.8883742094039917,0.4194224178791046,0.8766000270843506,0.5002343654632568
31,0.8868102431297302,0.42106226086616516,0.8822000026702881,0.4650230407714844
32,0.8875320553779602,0.4214266240596771,0.871999979019165,0.5142176151275635
33,0.887070894241333,0.4194086790084839,0.8809000253677368,0.47044649720191956
34,0.8885948061943054,0.41711878776550293,0.8830000162124634,0.46600374579429626
35,0.8888755440711975,0.41684451699256897,0.8794999718666077,0.47840699553489685
36,0.8876925110816956,0.41806554794311523,0.8809000253677368,0.47235679626464844
37,0.8880935311317444,0.4138343632221222,0.8779000043869019,0.48506152629852295
38,0.8869104981422424,0.42050912976264954,0.8780999779701233,0.47979575395584106
39,0.8888755440711975,0.41609179973602295,0.888700008392334,0.4558885395526886
40,0.8859079480171204,0.42041119933128357,0.8795999884605408,0.47955527901649475
41,0.8892965912818909,0.4109745919704437,0.8860999941825867,0.45387402176856995
42,0.8913618922233582,0.4098295271396637,0.8791000247001648,0.4823124408721924
43,0.8908205032348633,0.4134208559989929,0.879800021648407,0.48197993636131287
44,0.8900184631347656,0.41236016154289246,0.8862000107765198,0.46379145979881287
45,0.8904194831848145,0.41320255398750305,0.8763999938964844,0.492664098739624
46,0.8887953162193298,0.4163229763507843,0.8711000084877014,0.5152804851531982
47,0.8913017511367798,0.41237762570381165,0.8804000020027161,0.48205381631851196
48,0.8916426301002502,0.4098573327064514,0.891700029373169,0.4367213845252991
49,0.8913819193840027,0.4116598665714264,0.8766999840736389,0.494404673576355
50,0.8929459452629089,0.40638190507888794,0.8870999813079834,0.4538842737674713
51,0.8920837640762329,0.40861931443214417,0.8844000101089478,0.4628666937351227
52,0.8925649523735046,0.4075735807418823,0.881600022315979,0.46581143140792847
53,0.8929659724235535,0.40702468156814575,0.8799999952316284,0.48330575227737427
54,0.8917428851127625,0.4120679795742035,0.8762999773025513,0.4796616733074188
55,0.891762912273407,0.4085823893547058,0.8801000118255615,0.4696604013442993
56,0.8920837640762329,0.40934351086616516,0.8847000002861023,0.4896925389766693
57,0.8928858041763306,0.40683120489120483,0.8813999891281128,0.48464879393577576
58,0.893086314201355,0.4041876196861267,0.8837000131607056,0.46482348442077637
59,0.8933669924736023,0.4058282673358917,0.8794000148773193,0.4897806644439697
60,0.892585039138794,0.4057924747467041,0.8830000162124634,0.4736531376838684
61,0.8913819193840027,0.4084921181201935,0.8853999972343445,0.4562752842903137
62,0.8937078714370728,0.4048541188240051,0.8823999762535095,0.4774837791919708
63,0.8953721523284912,0.39809751510620117,0.8777999877929688,0.4828968644142151
64,0.8931464552879333,0.4030444025993347,0.8858000040054321,0.45891326665878296
65,0.8946903944015503,0.4029252529144287,0.8899000287055969,0.4552876353263855
66,0.8948909044265747,0.40454304218292236,0.881600022315979,0.4836867153644562
67,0.8933068513870239,0.40382128953933716,0.8873999714851379,0.46229830384254456
68,0.8935675621032715,0.4039565920829773,0.8774999976158142,0.5038790702819824
69,0.894409716129303,0.40282392501831055,0.8834999799728394,0.47995731234550476
