epoch,accuracy,loss,val_accuracy,val_loss
70,0.8947305083274841,0.3985651731491089,0.8837000131607056,0.4698460102081299
71,0.8939886093139648,0.40455958247184753,0.8924999833106995,0.4444345235824585
72,0.8955726623535156,0.4032282829284668,0.8866999745368958,0.4596666395664215
73,0.8946102261543274,0.401534765958786,0.8840000033378601,0.458054780960083
74,0.895271897315979,0.39863061904907227,0.8766999840736389,0.49965882301330566
75,0.8948507905006409,0.39989960193634033,0.8873999714851379,0.46049708127975464
76,0.8960539102554321,0.3999159634113312,0.8907999992370605,0.4595276713371277
77,0.89577317237854,0.39987990260124207,0.8797000050544739,0.4981873035430908
78,0.8942893743515015,0.4035367965698242,0.8873000144958496,0.46281275153160095
79,0.897918701171875,0.39362651109695435,0.892300009727478,0.43405860662460327
80,0.8952919244766235,0.39781269431114197,0.8914999961853027,0.4470650255680084
81,0.8968359231948853,0.3962399661540985,0.8889999985694885,0.45760712027549744
82,0.8972369432449341,0.39304596185684204,0.8881999850273132,0.45598194003105164
83,0.8970364332199097,0.3953702449798584,0.8817999958992004,0.48644110560417175
84,0.8973773121833801,0.395397424697876,0.8899000287055969,0.4473170340061188
85,0.8968960642814636,0.397213339805603,0.8902999758720398,0.45679596066474915
86,0.896735668182373,0.39501479268074036,0.8787000179290771,0.4904932677745819
87,0.896735668182373,0.39841023087501526,0.8787999749183655,0.4969302713871002
88,0.8950914144515991,0.39889246225357056,0.8906000256538391,0.45835644006729126
89,0.896815836429596,0.39777499437332153,0.8776999711990356,0.48514145612716675
90,0.8966554403305054,0.3966635763645172,0.886900007724762,0.4672994017601013
91,0.8965150713920593,0.39698150753974915,0.8899000287055969,0.45391273498535156
92,0.8989613652229309,0.3917309641838074,0.8759999871253967,0.5129486322402954
93,0.8971366882324219,0.39315420389175415,0.8883000016212463,0.4669651389122009
94,0.895131528377533,0.39825916290283203,0.8938000202178955,0.43936118483543396
95,0.897457480430603,0.3967292904853821,0.8805000185966492,0.4788934588432312
96,0.8958534002304077,0.3942178189754486,0.8899000287055969,0.44453784823417664
97,0.8968960642814636,0.39450791478157043,0.8873999714851379,0.4630316495895386
98,0.897096574306488,0.39274758100509644,0.8894000053405762,0.4609178602695465
99,0.8974775671958923,0.39464545249938965,0.8772000074386597,0.4895782768726349
